VMC,vmc
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.0525,-0.9738493821613332
0.052999999,-0.968619266961801
0.054000001,-0.9581589947217308
0.05475,-0.9503138166923069
0.055,-0.9476987538624151
0.056000002,-0.9372384816223451
0.055500001,-0.9424686177423802
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.054250001,-0.9555439318918393
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.0515,-0.9843096334809003
0.052000001,-0.9790794973608654
0.0525,-0.9738493821613332
0.0535,-0.9633891308417659
0.05475,-0.9503138166923069
0.055750001,-0.9398535549124882
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055500001,-0.9424686177423802
0.054500001,-0.9529288690619473
0.054000001,-0.9581589947217308
0.05325,-0.9660041936716577
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.05125,-0.9869246963107923
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.05125,-0.9869246963107923
0.052250001,-0.9764644345309736
0.05325,-0.9660041936716577
0.054250001,-0.9555439318918393
0.05525,-0.9450836910325231
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055500001,-0.9424686177423802
0.054500001,-0.9529288690619473
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.05125,-0.9869246963107923
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.05325,-0.9660041936716577
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.0515,-0.9843096334809003
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.0515,-0.9843096334809003
0.052250001,-0.9764644345309736
0.05325,-0.9660041936716577
0.054500001,-0.9529288690619473
0.05525,-0.9450836910325231
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055750001,-0.9398535549124882
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.0515,-0.9843096334809003
0.0525,-0.9738493821613332
0.0535,-0.9633891308417659
0.05475,-0.9503138166923069
0.055750001,-0.9398535549124882
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.05525,-0.9450836910325231
0.055,-0.9476987538624151
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.053750001,-0.9607740575516228
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05325,-0.9660041936716577
0.054000001,-0.9581589947217308
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.053750001,-0.9607740575516228
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.054000001,-0.9581589947217308
0.054500001,-0.9529288690619473
0.055500001,-0.9424686177423802
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.05325,-0.9660041936716577
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.0525,-0.9738493821613332
0.052000001,-0.9790794973608654
0.05275,-0.9712343193314412
0.0535,-0.9633891308417659
0.054000001,-0.9581589947217308
0.055,-0.9476987538624151
0.055750001,-0.9398535549124882
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.05525,-0.9450836910325231
0.055,-0.9476987538624151
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052999999,-0.968619266961801
0.054000001,-0.9581589947217308
0.055,-0.9476987538624151
0.055750001,-0.9398535549124882
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055500001,-0.9424686177423802
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.05275,-0.9712343193314412
0.053750001,-0.9607740575516228
0.05475,-0.9503138166923069
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.0515,-0.9843096334809003
0.050999999,-0.9895397696009354
0.051750001,-0.9816945601907574
0.0525,-0.9738493821613332
0.0535,-0.9633891308417659
0.054500001,-0.9529288690619473
0.05525,-0.9450836910325231
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.054500001,-0.9529288690619473
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.052000001,-0.9790794973608654
0.0525,-0.9738493821613332
0.053750001,-0.9607740575516228
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.053750001,-0.9607740575516228
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052999999,-0.968619266961801
0.053750001,-0.9607740575516228
0.055,-0.9476987538624151
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055500001,-0.9424686177423802
0.055,-0.9476987538624151
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.05325,-0.9660041936716577
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052999999,-0.968619266961801
0.054000001,-0.9581589947217308
0.055,-0.9476987538624151
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.05525,-0.9450836910325231
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.05125,-0.9869246963107923
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.0515,-0.9843096334809003
0.0525,-0.9738493821613332
0.0535,-0.9633891308417659
0.05475,-0.9503138166923069
0.055750001,-0.9398535549124882
0.056000002,-0.9372384816223451
0.057,-0.9267782512232805
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055,-0.9476987538624151
0.054250001,-0.9555439318918393
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.0525,-0.9738493821613332
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052250001,-0.9764644345309736
0.052999999,-0.968619266961801
0.053750001,-0.9607740575516228
0.05475,-0.9503138166923069
0.055500001,-0.9424686177423802
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.05525,-0.9450836910325231
0.055,-0.9476987538624151
0.054250001,-0.9555439318918393
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.052000001,-0.9790794973608654
0.05275,-0.9712343193314412
0.053750001,-0.9607740575516228
0.05525,-0.9450836910325231
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055500001,-0.9424686177423802
0.055,-0.9476987538624151
0.054500001,-0.9529288690619473
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.05275,-0.9712343193314412
0.054000001,-0.9581589947217308
0.054250001,-0.9555439318918393
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.054250001,-0.9555439318918393
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.053750001,-0.9607740575516228
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.0525,-0.9738493821613332
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052999999,-0.968619266961801
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.05325,-0.9660041936716577
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.05125,-0.9869246963107923
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.0515,-0.9843096334809003
0.052250001,-0.9764644345309736
0.0535,-0.9633891308417659
0.054500001,-0.9529288690619473
0.055500001,-0.9424686177423802
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055,-0.9476987538624151
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.05125,-0.9869246963107923
0.052250001,-0.9764644345309736
0.0535,-0.9633891308417659
0.054500001,-0.9529288690619473
0.055750001,-0.9398535549124882
0.056000002,-0.9372384816223451
0.057,-0.9267782512232805
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055,-0.9476987538624151
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.05125,-0.9869246963107923
0.052000001,-0.9790794973608654
0.05325,-0.9660041936716577
0.054250001,-0.9555439318918393
0.055,-0.9476987538624151
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.05525,-0.9450836910325231
0.055,-0.9476987538624151
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.050999999,-0.9895397696009354
0.052000001,-0.9790794973608654
0.05275,-0.9712343193314412
0.053750001,-0.9607740575516228
0.05475,-0.9503138166923069
0.055500001,-0.9424686177423802
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055750001,-0.9398535549124882
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.051750001,-0.9816945601907574
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.05125,-0.9869246963107923
0.052250001,-0.9764644345309736
0.0535,-0.9633891308417659
0.054500001,-0.9529288690619473
0.055,-0.9476987538624151
0.055750001,-0.9398535549124882
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.05525,-0.9450836910325231
0.054500001,-0.9529288690619473
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.0515,-0.9843096334809003
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.050999999,-0.9895397696009354
0.051750001,-0.9816945601907574
0.052250001,-0.9764644345309736
0.052999999,-0.968619266961801
0.054000001,-0.9581589947217308
0.055,-0.9476987538624151
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055,-0.9476987538624151
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.05275,-0.9712343193314412
0.052999999,-0.968619266961801
0.053750001,-0.9607740575516228
0.05475,-0.9503138166923069
0.056000002,-0.9372384816223451
0.056250001,-0.9346234292527047
0.057,-0.9267782512232805
0.057,-0.9267782512232805
0.056000002,-0.9372384816223451
0.056000002,-0.9372384816223451
0.055,-0.9476987538624151
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.0535,-0.9633891308417659
0.05325,-0.9660041936716577
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.0535,-0.9633891308417659
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.055,-0.9476987538624151
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052250001,-0.9764644345309736
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052250001,-0.9764644345309736
0.05325,-0.9660041936716577
0.054500001,-0.9529288690619473
0.055500001,-0.9424686177423802
0.056000002,-0.9372384816223451
0.057,-0.9267782512232805
0.057,-0.9267782512232805
0.056500001,-0.9320083664228127
0.056000002,-0.9372384816223451
0.05525,-0.9450836910325231
0.05475,-0.9503138166923069
0.054000001,-0.9581589947217308
0.054000001,-0.9581589947217308
0.05325,-0.9660041936716577
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.052999999,-0.968619266961801
0.05275,-0.9712343193314412
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052000001,-0.9790794973608654
0.052250001,-0.9764644345309736
0.05325,-0.9660041936716577
0.054500001,-0.9529288690619473
0.055750001,-0.9398535549124882
